# Python obtained correction file
#  T = 2850 K
# Wavelength(nm)	Corr.Factor
3.928700000000000045e+02 8.457877027462866737e-01
3.933100000000000023e+02 8.437098242474730947e-01
3.937599999999999909e+02 8.417387767014692379e-01
3.942099999999999795e+02 8.403279909611585108e-01
3.946600000000000250e+02 8.389528706685255299e-01
3.951100000000000136e+02 8.375198350933876767e-01
3.955500000000000114e+02 8.363048452316347303e-01
3.960000000000000000e+02 8.350495640941557607e-01
3.964499999999999886e+02 8.340472410305014295e-01
3.968999999999999773e+02 8.333953475997294413e-01
3.973399999999999750e+02 8.316450538061977982e-01
3.977900000000000205e+02 8.299894408557609848e-01
3.982400000000000091e+02 8.280950409775428289e-01
3.986899999999999977e+02 8.261218383697890300e-01
3.991299999999999955e+02 8.242071603762175513e-01
3.995799999999999841e+02 8.222633462767041657e-01
4.000299999999999727e+02 8.201074712610034734e-01
4.004800000000000182e+02 8.179903151794397642e-01
4.009200000000000159e+02 8.152078747176491058e-01
4.013700000000000045e+02 8.126443457170146045e-01
4.018199999999999932e+02 8.101958316302622087e-01
4.022699999999999818e+02 8.075138068787948153e-01
4.027099999999999795e+02 8.045253332964376058e-01
4.031600000000000250e+02 8.021166957445434731e-01
4.036100000000000136e+02 7.985895724571676624e-01
4.040500000000000114e+02 7.954727514494863705e-01
4.045000000000000000e+02 7.926544692208635778e-01
4.049499999999999886e+02 7.896409288740108279e-01
4.053899999999999864e+02 7.860423251829086189e-01
4.058399999999999750e+02 7.823485914263632601e-01
4.062900000000000205e+02 7.786206213772528528e-01
4.067300000000000182e+02 7.752522222675342078e-01
4.071800000000000068e+02 7.717050136510853475e-01
4.076299999999999955e+02 7.684074327130271387e-01
4.080699999999999932e+02 7.647524599928750000e-01
4.085199999999999818e+02 7.614663225690093684e-01
4.089700000000000273e+02 7.583582736397330715e-01
4.094100000000000250e+02 7.548548840605219246e-01
4.098600000000000136e+02 7.517989211215890810e-01
4.103100000000000023e+02 7.484300298773074456e-01
4.107500000000000000e+02 7.456355299219904476e-01
4.111999999999999886e+02 7.430441284621488451e-01
4.116399999999999864e+02 7.403322276068402541e-01
4.120899999999999750e+02 7.380111464097602880e-01
4.125400000000000205e+02 7.353898830102369999e-01
4.129800000000000182e+02 7.341336665973070552e-01
4.134300000000000068e+02 7.325150558423949576e-01
4.138700000000000045e+02 7.306030120199252798e-01
4.143199999999999932e+02 7.294478767669499986e-01
4.147599999999999909e+02 7.279911956519925509e-01
4.152099999999999795e+02 7.277790616963425441e-01
4.156600000000000250e+02 7.275345095519951677e-01
4.161000000000000227e+02 7.268918892061935200e-01
4.165500000000000114e+02 7.269744844622292312e-01
4.169900000000000091e+02 7.268610606285428322e-01
4.174399999999999977e+02 7.280157109207747723e-01
4.178799999999999955e+02 7.282131951912300671e-01
4.183299999999999841e+02 7.285944995847050132e-01
4.187699999999999818e+02 7.286647799579204499e-01
4.192200000000000273e+02 7.285846560492723611e-01
4.196600000000000250e+02 7.294926232971137292e-01
4.201100000000000136e+02 7.300120212559504385e-01
4.205500000000000114e+02 7.303951499690340965e-01
4.210000000000000000e+02 7.312337572104185002e-01
4.214399999999999977e+02 7.316127129461057477e-01
4.218899999999999864e+02 7.316435670851650919e-01
4.223299999999999841e+02 7.312418019535606994e-01
4.227799999999999727e+02 7.312204275316345203e-01
4.232200000000000273e+02 7.309155789335489706e-01
4.236700000000000159e+02 7.304575206248296038e-01
4.241100000000000136e+02 7.298017358687731715e-01
4.245600000000000023e+02 7.287817873632548293e-01
4.250000000000000000e+02 7.273847394163566182e-01
4.254499999999999886e+02 7.268259313868704607e-01
4.258899999999999864e+02 7.254985249564045446e-01
4.263299999999999841e+02 7.242329277279446753e-01
4.267799999999999727e+02 7.228930716620983743e-01
4.272200000000000273e+02 7.208472421150493581e-01
4.276700000000000159e+02 7.187559459974771636e-01
4.281100000000000136e+02 7.166187138868456152e-01
4.285500000000000114e+02 7.147640672519520733e-01
4.290000000000000000e+02 7.126482731659763425e-01
4.294399999999999977e+02 7.100163958804126541e-01
4.298899999999999864e+02 7.076729752661119477e-01
4.303299999999999841e+02 7.044617665277314034e-01
4.307699999999999818e+02 7.011903464439359634e-01
4.312200000000000273e+02 6.984901603663971059e-01
4.316600000000000250e+02 6.958635328506714846e-01
4.321100000000000136e+02 6.928495814197106473e-01
4.325500000000000114e+02 6.905530323092499145e-01
4.329900000000000091e+02 6.882297055472950120e-01
4.334399999999999977e+02 6.853828767888221485e-01
4.338799999999999955e+02 6.828778140563273036e-01
4.343199999999999932e+02 6.803189966067147987e-01
4.347699999999999818e+02 6.775179777696836991e-01
4.352099999999999795e+02 6.757566459615128585e-01
4.356499999999999773e+02 6.736071655182604978e-01
4.361000000000000227e+02 6.716208244565072816e-01
4.365400000000000205e+02 6.695936367585516580e-01
4.369800000000000182e+02 6.684029779196628551e-01
4.374300000000000068e+02 6.673827977169746184e-01
4.378700000000000045e+02 6.660505456714277406e-01
4.383100000000000023e+02 6.647788998154821050e-01
4.387500000000000000e+02 6.645976030923559374e-01
4.391999999999999886e+02 6.641240815788047591e-01
4.396399999999999864e+02 6.641042239823850002e-01
4.400799999999999841e+02 6.643729821580069972e-01
4.405299999999999727e+02 6.656859814404597619e-01
4.409700000000000273e+02 6.664421198909019628e-01
4.414100000000000250e+02 6.680118898256096616e-01
4.418500000000000227e+02 6.689054955930111568e-01
4.423000000000000114e+02 6.696064754034121158e-01
4.427400000000000091e+02 6.707783748474462904e-01
4.431800000000000068e+02 6.714564341235298439e-01
4.436200000000000045e+02 6.730623409304096194e-01
4.440699999999999932e+02 6.744508767116933479e-01
4.445099999999999909e+02 6.750587614544133475e-01
4.449499999999999886e+02 6.761665043140320241e-01
4.453899999999999864e+02 6.765909607997128150e-01
4.458299999999999841e+02 6.775414665766312794e-01
4.462799999999999727e+02 6.785143046249750842e-01
4.467200000000000273e+02 6.798361074860800324e-01
4.471600000000000250e+02 6.807006898406364748e-01
4.476000000000000227e+02 6.821898838774315132e-01
4.480400000000000205e+02 6.825998218596868172e-01
4.484900000000000091e+02 6.834957651938972090e-01
4.489300000000000068e+02 6.846244236653793447e-01
4.493700000000000045e+02 6.855362808165469390e-01
4.498100000000000023e+02 6.852969052420875284e-01
4.502500000000000000e+02 6.861061542526052381e-01
4.506899999999999977e+02 6.863125344332902111e-01
4.511299999999999955e+02 6.866243161691381047e-01
4.515799999999999841e+02 6.866628529862788266e-01
4.520199999999999818e+02 6.858323359237527006e-01
4.524599999999999795e+02 6.846101107916678918e-01
4.528999999999999773e+02 6.822151818050805616e-01
4.533399999999999750e+02 6.800015412011604088e-01
4.537799999999999727e+02 6.765217170182281636e-01
4.542200000000000273e+02 6.735840547677014456e-01
4.546600000000000250e+02 6.711023018146606844e-01
4.551100000000000136e+02 6.686574373117347703e-01
4.555500000000000114e+02 6.657461262776299682e-01
4.559900000000000091e+02 6.620792314538134216e-01
4.564300000000000068e+02 6.589556599396263481e-01
4.568700000000000045e+02 6.543837386916073751e-01
4.573100000000000023e+02 6.503447650106476408e-01
4.577500000000000000e+02 6.460106121363039522e-01
4.581899999999999977e+02 6.405885679341107863e-01
